type,state,regiment,brigade,division,corps,army,men,killed,wounded,captured,missing,total_casualties,3inch_rifles,4.5inch_rifles,10lb_parrots,12lb_howitzers,12lb_napoleons,6lb_howitzers,24lb_howitzers,20lb_parrots,12lb_whitworths,14lb_rifles,Total Guns
Cavalry,Maryland,Purnell Legion,McIntosh,Gregg,Pleasonton,Union,66,0,0,0,0,0,,,,,,,,,,,0
Cavalry,Maine,1st,Gregg_J,Gregg,Pleasonton,Union,315,1,4,0,0,5,,,,,,,,,,,0
Cavalry,New York,10th,Gregg_J,Gregg,Pleasonton,Union,324,0,0,0,0,0,,,,,,,,,,,0
Cavalry,Pennsylvania,16th,Gregg_J,Gregg,Pleasonton,Union,349,0,4,0,0,4,,,,,,,,,,,0
Artillery,US,Bty_EandG_1st,Gregg ,Gregg,Pleasonton,Union,42,0,2,0,0,2,,,,,4,,,,,,4
Cavalry,New York,5th,Farnsworth,Kilpatrick,Pleasonton,Union,420,1,1,4,1,7,,,,,,,,,,,0
Cavalry,Pennsylvania,18th,Farnsworth,Kilpatrick,Pleasonton,Union,509,3,4,2,5,14,,,,,,,,,,,0
Cavalry,Vermont,1st,Farnsworth,Kilpatrick,Pleasonton,Union,600,15,28,20,2,65,,,,,,,,,,,0
Cavalry,West Virginia,1st,Farnsworth,Kilpatrick,Pleasonton,Union,395,4,6,1,3,14,,,,,,,,,,,0
Artillery,US,Bty_E_4th,Farnsworth,Kilpatrick,Pleasonton,Union,61,1,0,0,0,1,4,,,,,,,,,,4
Cavalry,Michigan,1st,Custer,Kilpatrick,Pleasonton,Union,426,10,43,0,20,73,,,,,,,,,,,0
Cavalry,Michigan,5th,Custer,Kilpatrick,Pleasonton,Union,646,8,30,0,18,56,,,,,,,,,,,0
Cavalry,Michigan,6th,Custer,Kilpatrick,Pleasonton,Union,467,1,26,0,1,28,,,,,,,,,,,0
Cavalry,Michigan,7th,Custer,Kilpatrick,Pleasonton,Union,377,13,38,0,39,90,,,,,,,,,,,0
Artillery,US,Bty_M_2nd,Custer,Kilpatrick,Pleasonton,Union,117,0,1,0,0,1,6,,,,,,,,,,6
Artillery,Michigan,Bty_9th_Light,Robertson,Horse_Artillery,Pleasonton,Union,111,1,5,0,0,6,6,,,,,,,,,,6
Artillery,New York,Bty_6th_Light,Robertson,Horse_Artillery,Pleasonton,Union,103,0,1,0,0,1,6,,,,,,,,,,6
Artillery,US,Bty_BandL_2nd_Light,Robertson,Horse_Artillery,Pleasonton,Union,99,0,0,0,0,0,6,,,,,,,,,,6
Artillery,US,Bty_H_1st_Light,Ransom,Artillery_Reserve,Tyler,Union,129,2,7,0,1,10,,,,,6,,,,,,6
Artillery,US,Bty_FandK_3rd_Light,Ransom,Artillery_Reserve,Tyler,Union,115,11,12,0,1,24,,,,,6,,,,,,6
Artillery,US,Bty_C_4th_Light,Ransom,Artillery_Reserve,Tyler,Union,95,3,15,0,0,18,,,,,6,,,,,,6
Artillery,US,Bty_C_5th_Light,Ransom,Artillery_Reserve,Tyler,Union,104,4,13,0,0,17,,,,,6,,,,,,6
Artillery,Massachusetts,Bty_E_5th_Light,McGilvery,Artillery_Reserve,Tyler,Union,104,7,11,0,0,18,6,,,,,,,,,,6
Artillery,Massachusetts,Bty_9th_Light,McGilvery,Artillery_Reserve,Tyler,Union,104,11,18,1,0,30,,,,,6,,,,,,6
Artillery,New York,Bty_15th_Light,McGilvery,Artillery_Reserve,Tyler,Union,70,4,10,0,0,14,,,,,4,,,,,,4
Artillery,Pennsylvania,Bty_CandF_1st_Light,McGilvery,Artillery_Reserve,Tyler,Union,105,5,19,0,3,27,6,,,,,,,,,,6
Artillery,Connecticut,Bty_2nd _Light,Taft,Artillery_Reserve,Tyler,Union,93,0,3,0,2,5,,,,2,,,,,,4,6
Artillery,New York,Bty_5th_Light,Taft,Artillery_Reserve,Tyler,Union,146,3,1,0,0,4,,,,,,,,6,,,6
Artillery,New Hampshire,Bty_1st_Light,Huntington,Artillery_Reserve,Tyler,Union,86,0,2,0,0,2,4,,,,,,,,,,4
Artillery,Ohio,Bty_H_1st_Light,Huntington,Artillery_Reserve,Tyler,Union,99,3,7,0,0,10,6,,,,,,,,,,6
Artillery,Pennsylvania,Bty_FandG_1st_Light,Huntington,Artillery_Reserve,Tyler,Union,144,9,10,1,1,21,6,,,,,,,,,,6
Artillery,West Virginia,Bty_C_Light,Huntington,Artillery_Reserve,Tyler,Union,100,2,2,0,0,4,,,4,,,,,,,,4
Artillery,Maine,Bty_F_6th_Light,Fitzhugh,Artillery_Reserve,Tyler,Union,87,0,13,0,0,13,,,,,4,,,,,,4
Artillery,Maryland,Bty_A_1st_Light,Fitzhugh,Artillery_Reserve,Tyler,Union,106,0,0,0,0,0,6,,,,,,,,,,6
Artillery,New Jersey,Bty_A_1st_Light,Fitzhugh,Artillery_Reserve,Tyler,Union,98,8,0,0,0,8,,,6,,,,,,,,6
Artillery,New York,Bty_G_1st_Light,Fitzhugh,Artillery_Reserve,Tyler,Union,84,1,6,0,0,7,,,,,6,,,,,,6
Artillery,New York,Bty_K_1st_Light,Fitzhugh,Artillery_Reserve,Tyler,Union,122,0,7,0,0,7,6,,,,,,,,,,6
Infantry,South Carolina,2nd,Kershaw,McLaws,Longstreet,Confederate,412,53,100,0,17,170,,,,,,,,,,,0
Infantry,South Carolina,3rd,Kershaw,McLaws,Longstreet,Confederate,407,22,59,0,6,87,,,,,,,,,,,0
Infantry,South Carolina,7th,Kershaw,McLaws,Longstreet,Confederate,408,29,79,0,7,115,,,,,,,,,,,0
Infantry,South Carolina,8th,Kershaw,McLaws,Longstreet,Confederate,300,31,74,0,0,105,,,,,,,,,,,0
Infantry,South Carolina,15th,Kershaw,McLaws,Longstreet,Confederate,449,30,96,0,18,144,,,,,,,,,,,0
Infantry,South Carolina,3rd_BN,Kershaw,McLaws,Longstreet,Confederate,203,14,31,0,3,48,,,,,,,,,,,0
Infantry,Mississippi,13th,Barksdale,McLaws,Longstreet,Confederate,481,39,171,0,33,243,,,,,,,,,,,0
Infantry,Mississippi,17th,Barksdale,McLaws,Longstreet,Confederate,468,64,108,0,98,270,,,,,,,,,,,0
Infantry,Mississippi,18th,Barksdale,McLaws,Longstreet,Confederate,242,20,81,0,36,137,,,,,,,,,,,0
Infantry,Mississippi,21st,Barksdale,McLaws,Longstreet,Confederate,424,18,110,0,11,139,,,,,,,,,,,0
Infantry,Georgia,10th,Semmes,McLaws,Longstreet,Confederate,303,17,73,0,11,101,,,,,,,,,,,0
Infantry,Georgia,50th,Semmes,McLaws,Longstreet,Confederate,302,17,65,0,14,96,,,,,,,,,,,0
Infantry,Georgia,51st,Semmes,McLaws,Longstreet,Confederate,303,15,40,0,40,95,,,,,,,,,,,0
Infantry,Georgia,53rd,Semmes,McLaws,Longstreet,Confederate,422,30,61,0,8,99,,,,,,,,,,,0
Infantry,Georgia,16th,Wofford,McLaws,Longstreet,Confederate,303,20,41,0,43,104,,,,,,,,,,,0
Infantry,Georgia,18th,Wofford,McLaws,Longstreet,Confederate,303,3,16,0,17,36,,,,,,,,,,,0
Infantry,Georgia,24th,Wofford,McLaws,Longstreet,Confederate,303,10,29,0,46,85,,,,,,,,,,,0
Infantry,Georgia,Cobb's_Legion,Wofford,McLaws,Longstreet,Confederate,213,6,16,0,,22,,,,,,,,,,,0
Infantry,Georgia,Phillips_Legion,Wofford,McLaws,Longstreet,Confederate,273,6,41,0,19,66,,,,,,,,,,,0
Infantry,Georgia,3rd_BN_Sharpshooters,Wofford,McLaws,Longstreet,Confederate,233,3,3,0,7,13,,,,,,,,,,,0
Artillery,North Carolina,Bty_A_1st ,Cabell,McLaws,Longstreet,Confederate,131,3,10,0,0,13,2,,,,2,,,,,,4
Artillery,Georgia,Bty_Pulaski,Cabell,McLaws,Longstreet,Confederate,63,7,12,0,0,19,2,,2,,,,,,,,4
Artillery,Virginia,Bty_1st_Richmond,Cabell,McLaws,Longstreet,Confederate,90,3,10,0,0,13,2,,,,2,,,,,,4
Artillery,Georgia,Bty_TroupCounty,Cabell,McLaws,Longstreet,Confederate,90,2,5,0,0,7,,,2,2,,,,,,,4
Infantry,Virginia,8th,Garnett,Pickett,Longstreet,Confederate,193,39,79,0,60,178,,,,,,,,,,,0
Infantry,Virginia,18th,Garnett,Pickett,Longstreet,Confederate,312,54,134,0,57,245,,,,,,,,,,,0
Infantry,Virginia,19th,Garnett,Pickett,Longstreet,Confederate,328,42,41,0,68,151,,,,,,,,,,,0
Infantry,Virginia,28th,Garnett,Pickett,Longstreet,Confederate,333,44,65,0,73,182,,,,,,,,,,,0
Infantry,Virginia,56th,Garnett,Pickett,Longstreet,Confederate,289,51,72,0,66,189,,,,,,,,,,,0
Infantry,Virginia,1st,Kemper,Pickett,Longstreet,Confederate,209,27,73,0,13,113,,,,,,,,,,,0
Infantry,Virginia,3rd,Kemper,Pickett,Longstreet,Confederate,322,30,41,0,57,128,,,,,,,,,,,0
Infantry,Virginia,7th,Kemper,Pickett,Longstreet,Confederate,335,31,82,0,36,149,,,,,,,,,,,0
Infantry,Virginia,11th,Kemper,Pickett,Longstreet,Confederate,359,34,86,0,26,146,,,,,,,,,,,0
Infantry,Virginia,24th,Kemper,Pickett,Longstreet,Confederate,395,47,83,0,33,163,,,,,,,,,,,0
Infantry,Virginia,9th,Armistead,Pickett,Longstreet,Confederate,257,24,70,0,83,177,,,,,,,,,,,0
Infantry,Virginia,14th,Armistead,Pickett,Longstreet,Confederate,422,58,104,0,88,250,,,,,,,,,,,0
Infantry,Virginia,38th,Armistead,Pickett,Longstreet,Confederate,356,40,112,0,42,194,,,,,,,,,,,0
Infantry,Virginia,53rd,Armistead,Pickett,Longstreet,Confederate,435,34,101,0,78,213,,,,,,,,,,,0
Infantry,Virginia,57th,Armistead,Pickett,Longstreet,Confederate,476,57,136,0,56,249,,,,,,,,,,,0
Artillery,Virginia,Bty_Fauquier,Dearing,Pickett,Longstreet,Confederate,135,1,4,0,0,5,,,,,4,,,2,,,6
Artillery,Virginia,Bty_Hampden,Dearing,Pickett,Longstreet,Confederate,90,0,3,0,1,4,1,,1,,2,,,,,,4
Artillery,Virginia,Bty_Fayette,Dearing,Pickett,Longstreet,Confederate,90,3,1,0,1,5,,,2,,2,,,,,,4
Artillery,Virginia,Bty_Lynchburg,Dearing,Pickett,Longstreet,Confederate,96,5,3,0,2,10,,,,,4,,,,,,4
Infantry,Alabama,4th,Law,Hood,Longstreet,Confederate,346,18,55,0,19,92,,,,,,,,,,,0
Infantry,Alabama,15th,Law,Hood,Longstreet,Confederate,499,18,77,0,83,178,,,,,,,,,,,0
Infantry,Alabama,44th,Law,Hood,Longstreet,Confederate,363,25,58,0,5,88,,,,,,,,,,,0
Infantry,Alabama,47th,Law,Hood,Longstreet,Confederate,347,10,46,0,13,69,,,,,,,,,,,0
Infantry,Alabama,48th,Law,Hood,Longstreet,Confederate,374,8,51,0,17,76,,,,,,,,,,,0
Infantry,Arkansas,3rd,Robertson,Hood,Longstreet,Confederate,479,41,101,,40,182,,,,,,,,,,,0
Infantry,Texas,1st,Robertson,Hood,Longstreet,Confederate,426,29,46,0,22,97,,,,,,,,,,,0
Infantry,Texas,4th,Robertson,Hood,Longstreet,Confederate,415,28,53,0,31,112,,,,,,,,,,,0
Infantry,Texas,5th,Robertson,Hood,Longstreet,Confederate,409,54,112,0,45,211,,,,,,,,,,,0
Infantry,Georgia,7th,Anderson,Hood,Longstreet,Confederate,377,5,10,0,6,21,,,,,,,,,,,0
Infantry,Georgia,8th,Anderson,Hood,Longstreet,Confederate,312,36,103,0,29,168,,,,,,,,,,,0
Infantry,Georgia,9th,Anderson,Hood,Longstreet,Confederate,340,34,123,0,32,189,,,,,,,,,,,0
Infantry,Georgia,11th,Anderson,Hood,Longstreet,Confederate,309,40,156,0,5,201,,,,,,,,,,,0
Infantry,Georgia,59th,Anderson,Hood,Longstreet,Confederate,525,37,75,0,30,142,,,,,,,,,,,0
Infantry,Georgia,2nd,Benning,Hood,Longstreet,Confederate,348,26,66,0,11,103,,,,,,,,,,,0
Infantry,Georgia,15th,Benning,Hood,Longstreet,Confederate,368,14,58,0,99,171,,,,,,,,,,,0
Infantry,Georgia,17th,Benning,Hood,Longstreet,Confederate,350,31,66,0,11,108,,,,,,,,,,,0
Infantry,Georgia,20th,Benning,Hood,Longstreet,Confederate,350,25,84,0,28,137,,,,,,,,,,,0
Artillery,North Carolina,Bty_Branch,Henry,Hood,Longstreet,Confederate,112,1,2,0,0,3,,,,1,3,1,,,,,5
Artillery,South Carolina,Bty_German,Henry,Hood,Longstreet,Confederate,71,,,,,,,,,,4,,,,,,4
Artillery,South Carolina,Bty_Palmetto,Henry,Hood,Longstreet,Confederate,63,2,5,0,0,7,,,2,,2,,,,,,4
Artillery,North Carolina,Bty_Rowan,Henry,Hood,Longstreet,Confederate,148,2,4,0,0,6,2,,2,,2,,,,,,6
Artillery,Virginia,Bty_Ashland,Alexander,Walton,Longstreet,Confederate,103,3,24,0,1,28,,,,,2,,,2,,,4
Artillery,Virginia,Bty_Bedford,Alexander,Walton,Longstreet,Confederate,78,1,7,0,1,9,4,,,,,,,,,,4
Artillery,South Carolina,Bty_Brooks,Alexander,Walton,Longstreet,Confederate,71,7,29,0,0,36,,,,4,,,,,,,4
Artillery,Louisiana,Bty_Madison,Alexander,Walton,Longstreet,Confederate,135,4,29,0,0,33,,,,,,,4,,,,4
Artillery,Virginia,Bty_Bath,Alexander,Walton,Longstreet,Confederate,90,4,8,0,1,13,,,,,4,,,,,,4
Artillery,Virginia,Bty_Parker,Alexander,Walton,Longstreet,Confederate,90,3,14,0,1,18,3,,1,,,,,,,,4
Artillery,Louisiana,Bty_1st ,Eshleman,Walton,Longstreet,Confederate,77,1,0,0,3,4,,,,,1,,,,,,1
Artillery,Louisiana,Bty_2nd ,Eshleman,Walton,Longstreet,Confederate,80,2,3,0,1,6,,,,1,2,,,,,,3
Artillery,Louisiana,Bty_3rd ,Eshleman,Walton,Longstreet,Confederate,92,5,2,0,3,10,,,,,3,,,,,,3
Artillery,Louisiana,Bty_4th ,Eshleman,Walton,Longstreet,Confederate,80,0,6,0,4,10,,,,1,2,,,,,,3
Infantry,Louisiana,5th,Hays,Early,Ewell,Confederate,196,7,30,0,30,67,,,,,,,,,,,0
Infantry,Louisiana,6th,Hays,Early,Ewell,Confederate,218,8,32,0,21,61,,,,,,,,,,,0
Infantry,Louisiana,7th,Hays,Early,Ewell,Confederate,235,13,40,0,5,58,,,,,,,,,,,0
Infantry,Louisiana,8th,Hays,Early,Ewell,Confederate,296,14,50,0,11,75,,,,,,,,,,,0
Infantry,Louisiana,9th,Hays,Early,Ewell,Confederate,347,19,35,0,19,73,,,,,,,,,,,0
Infantry,Virginia,31st,Smith,Early,Ewell,Confederate,267,19,16,0,24,59,,,,,,,,,,,0
Infantry,Virginia,49th,Smith,Early,Ewell,Confederate,281,18,73,0,9,100,,,,,,,,,,,0
Infantry,Virginia,52nd,Smith,Early,Ewell,Confederate,254,9,26,0,19,54,,,,,,,,,,,0
Infantry,North Carolina,6th,Avery,Early,Ewell,Confederate,509,47,118,0,43,208,,,,,,,,,,,0
Infantry,North Carolina,21st,Avery,Early,Ewell,Confederate,436,27,76,0,36,139,,,,,,,,,,,0
Infantry,North Carolina,57th,Avery,Early,Ewell,Confederate,297,16,29,0,41,86,,,,,,,,,,,0
Infantry,Georgia,13th,Gordon,Early,Ewell,Confederate,312,37,75,0,25,137,,,,,,,,,,,0
Infantry,Georgia,26th,Gordon,Early,Ewell,Confederate,315,2,13,0,17,32,,,,,,,,,,,0
Infantry,Georgia,31st,Gordon,Early,Ewell,Confederate,252,13,44,0,8,65,,,,,,,,,,,0
Infantry,Georgia,38th,Gordon,Early,Ewell,Confederate,341,18,62,0,53,133,,,,,,,,,,,0
Infantry,Georgia,60th,Gordon,Early,Ewell,Confederate,299,12,28,0,19,59,,,,,,,,,,,0
Infantry,Georgia,61st,Gordon,Early,Ewell,Confederate,288,30,75,0,6,111,,,,,,,,,,,0
Artillery,Virginia,Bty_Charlottesville,Jones,Early,Ewell,Confederate,71,0,0,0,2,2,,,,,4,,,,,,4
Artillery,Virginia,Bty_Courtney,Jones,Early,Ewell,Confederate,90,0,0,0,2,2,,,,,4,,,,,,4
Artillery,Louisiana,Bty_Guard,Jones,Early,Ewell,Confederate,60,2,5,0,0,7,2,,2,,,,,,,,4
Artillery,Virginia,Bty_Staunton,Jones,Early,Ewell,Confederate,60,0,1,0,0,1,,,,,4,,,,,,4
Infantry,Maryland,1st_Bn,Steuart,Johnson,Ewell,Confederate,400,56,118,0,15,189,,,,,,,,,,,0
Infantry,North Carolina,1st,Steuart,Johnson,Ewell,Confederate,377,14,40,0,97,151,,,,,,,,,,,0
Infantry,North Carolina,3rd,Steuart,Johnson,Ewell,Confederate,548,48,140,0,30,218,,,,,,,,,,,0
Infantry,Virginia,10th,Steuart,Johnson,Ewell,Confederate,276,8,17,0,52,77,,,,,,,,,,,0
Infantry,Virginia,23rd,Steuart,Johnson,Ewell,Confederate,251,3,15,0,18,36,,,,,,,,,,,0
Infantry,Virginia,37th,Steuart,Johnson,Ewell,Confederate,264,20,55,0,23,98,,,,,,,,,,,0
Infantry,Virginia,2nd,Walker,Johnson,Ewell,Confederate,333,3,12,0,10,25,,,,,,,,,,,0
Infantry,Virginia,4th,Walker,Johnson,Ewell,Confederate,257,18,63,0,56,137,,,,,,,,,,,0
Infantry,Virginia,5th,Walker,Johnson,Ewell,Confederate,345,14,43,0,11,68,,,,,,,,,,,0
Infantry,Virginia,27th,Walker,Johnson,Ewell,Confederate,148,11,29,0,8,48,,,,,,,,,,,0
Infantry,Virginia,33rd,Walker,Johnson,Ewell,Confederate,236,19,36,0,15,70,,,,,,,,,,,0
Infantry,Louisiana,1st,Nicholls,Johnson,Ewell,Confederate,172,11,28,0,,39,,,,,,,,,,,0
Infantry,Louisiana,2nd,Nicholls,Johnson,Ewell,Confederate,236,15,47,0,,62,,,,,,,,,,,0
Infantry,Louisiana,10th,Nicholls,Johnson,Ewell,Confederate,226,22,69,0,19,110,,,,,,,,,,,0
Infantry,Louisiana,14th,Nicholls,Johnson,Ewell,Confederate,281,15,50,0,,65,,,,,,,,,,,0
Infantry,Louisiana,15th,Nicholls,Johnson,Ewell,Confederate,186,3,35,0,,38,,,,,,,,,,,0
Infantry,Virginia,21st,Jones,Johnson,Ewell,Confederate,183,8,32,0,10,50,,,,,,,,,,,0
Infantry,Virginia,25th,Jones,Johnson,Ewell,Confederate,280,9,54,0,7,70,,,,,,,,,,,0
Infantry,Virginia,42nd,Jones,Johnson,Ewell,Confederate,252,16,47,0,26,89,,,,,,,,,,,0
Infantry,Virginia,44th,Jones,Johnson,Ewell,Confederate,227,19,16,0,24,59,,,,,,,,,,,0
Infantry,Virginia,48th,Jones,Johnson,Ewell,Confederate,252,20,38,0,29,87,,,,,,,,,,,0
Infantry,Virginia,50th,Jones,Johnson,Ewell,Confederate,252,16,66,0,17,99,,,,,,,,,,,0
Artillery,Maryland,Bty_1st,Andrews,Johnson,Ewell,Confederate,90,1,4,0,0,5,,,,,4,,,,,,4
Artillery,Virginia,Bty_AlleghanyRough,Andrews,Johnson,Ewell,Confederate,91,10,14,0,24,,2,,,,2,,,,,,4
Artillery,Maryland,Bty_Chesapeake,Andrews,Johnson,Ewell,Confederate,76,8,9,0,0,17,,,4,,,,,,,,4
Artillery,Virginia,Bty_Lee,Andrews,Johnson,Ewell,Confederate,90,2,2,0,0,4,1,,1,,,,,2,,,4
Infantry,North Carolina,32nd,Daniel,Rodes,Ewell,Confederate,465,39,111,0,31,181,,,,,,,,,,,0
Infantry,North Carolina,43rd,Daniel,Rodes,Ewell,Confederate,583,40,116,0,31,187,,,,,,,,,,,0
Infantry,North Carolina,45th,Daniel,Rodes,Ewell,Confederate,460,63,156,0,,219,,,,,,,,,,,0
Infantry,North Carolina,53rd,Daniel,Rodes,Ewell,Confederate,409,45,132,0,34,211,,,,,,,,,,,0
Infantry,North Carolina,2nd_Bn,Daniel,Rodes,Ewell,Confederate,240,46,78,0,75,,,,,,,,,,,,0
Infantry,Georgia,4th,Doles,Rodes,Ewell,Confederate,341,12,26,0,15,53,,,,,,,,,,,0
Infantry,Georgia,12th,Doles,Rodes,Ewell,Confederate,327,12,28,0,13,53,,,,,,,,,,,0
Infantry,Georgia,21st,Doles,Rodes,Ewell,Confederate,287,4,11,0,23,38,,,,,,,,,,,0
Infantry,Georgia,44th,Doles,Rodes,Ewell,Confederate,364,18,41,0,16,75,,,,,,,,,,,0
Infantry,North Carolina,5th,Iverson,Rodes,Ewell,Confederate,473,64,125,0,100,289,,,,,,,,,,,0
Infantry,North Carolina,12th,Iverson,Rodes,Ewell,Confederate,219,12,60,0,7,79,,,,,,,,,,,0
Infantry,North Carolina,20th,Iverson,Rodes,Ewell,Confederate,372,41,94,0,118,253,,,,,,,,,,,0
Infantry,North Carolina,23rd,Iverson,Rodes,Ewell,Confederate,316,65,120,0,97,282,,,,,,,,,,,0
Infantry,North Carolina,2nd,Ramseur,Rodes,Ewell,Confederate,243,9,37,0,31,77,,,,,,,,,,,0
Infantry,North Carolina,4th,Ramseur,Rodes,Ewell,Confederate,196,10,29,0,30,69,,,,,,,,,,,0
Infantry,North Carolina,14th,Ramseur,Rodes,Ewell,Confederate,306,9,42,0,13,64,,,,,,,,,,,0
Infantry,North Carolina,30th,Ramseur,Rodes,Ewell,Confederate,276,11,41,0,23,75,,,,,,,,,,,0
Infantry,Alabama,3rd,Oneal,Rodes,Ewell,Confederate,350,17,74,0,,91,,,,,,,,,,,0
Infantry,Alabama,5th,Oneal,Rodes,Ewell,Confederate,317,26,116,0,67,209,,,,,,,,,,,0
Infantry,Alabama,6th,Oneal,Rodes,Ewell,Confederate,382,15,62,0,88,165,,,,,,,,,,,0
Infantry,Alabama,12th,Oneal,Rodes,Ewell,Confederate,317,17,66,0,,83,,,,,,,,,,,0
Infantry,Alabama,26th,Oneal,Rodes,Ewell,Confederate,319,8,57,0,65,130,,,,,,,,,,,0
Artillery,Alabama,Bty_Jeff.Davis,Carter,Rodes,Ewell,Confederate,79,0,0,0,0,0,4,,,,,,,,,,4
Artillery,Virginia,Bty_King.William,Carter,Rodes,Ewell,Confederate,103,5,3,0,2,10,,,2,,2,,,,,,4
Artillery,Virginia,Bty_Morris,Carter,Rodes,Ewell,Confederate,114,5,18,0,0,23,,,,,4,,,,,,4
Artillery,Virginia,Bty_Orange,Carter,Rodes,Ewell,Confederate,80,1,1,0,2,4,2,,2,,,,,,,,4
Artillery,Virginia,Bty_2nd_Richmond,Dance,Brown,Ewell,Confederate,64,2,1,0,0,3,,,4,,,,,,,,4
Artillery,Virginia,Bty_3rd_Richmond,Dance,Brown,Ewell,Confederate,62,1,1,0,2,4,4,,,,,,,,,,4
Artillery,Virginia,Bty_Powhatan,Dance,Brown,Ewell,Confederate,78,0,0,0,0,0,4,,,,,,,,,,4
Artillery,Virginia,Bty_Rockbridge,Dance,Brown,Ewell,Confederate,85,0,20,0,0,20,,,,,,,,4,,,4
Artillery,Virginia,Bty_Salem,Dance,Brown,Ewell,Confederate,66,0,2,0,3,5,2,,,,2,,,,,,4
Artillery,Virginia,Bty_Amherst,Nelson,Brown,Ewell,Confederate,105,0,0,0,0,0,1,,,,3,,,,,,4
Artillery,Virginia,Bty_Fluvanna,Nelson,Brown,Ewell,Confederate,90,0,1,0,0,1,1,,,,3,,,,,,4
Artillery,Georgia,Bty_Georgia,Nelson,Brown,Ewell,Confederate,73,0,0,0,0,0,2,,1,,,,,,,,3
Infantry,Alabama,8th,Wilcox,Anderson,Hill,Confederate,477,40,146,0,80,266,,,,,,,,,,,0
Infantry,Alabama,9th,Wilcox,Anderson,Hill,Confederate,306,8,32,0,76,116,,,,,,,,,,,0
Infantry,Alabama,10th,Wilcox,Anderson,Hill,Confederate,311,15,89,0,,104,,,,,,,,,,,0
Infantry,Alabama,11th,Wilcox,Anderson,Hill,Confederate,311,7,68,0,,75,,,,,,,,,,,0
Infantry,Alabama,14th,Wilcox,Anderson,Hill,Confederate,316,8,40,0,,48,,,,,,,,,,,0
Infantry,Virginia,6th,Mahone,Anderson,Hill,Confederate,288,0,4,0,7,11,,,,,,,,,,,0
Infantry,Virginia,12th,Mahone,Anderson,Hill,Confederate,348,3,11,0,8,22,,,,,,,,,,,0
Infantry,Virginia,16th,Mahone,Anderson,Hill,Confederate,270,2,15,0,5,22,,,,,,,,,,,0
Infantry,Virginia,41st,Mahone,Anderson,Hill,Confederate,276,11,11,0,0,22,,,,,,,,,,,0
Infantry,Virginia,61st,Mahone,Anderson,Hill,Confederate,356,5,10,0,10,25,,,,,,,,,,,0
Infantry,Georgia,3rd,Wright,Anderson,Hill,Confederate,411,49,139,0,31,219,,,,,,,,,,,0
Infantry,Georgia,22nd,Wright,Anderson,Hill,Confederate,400,41,70,0,60,171,,,,,,,,,,,0
Infantry,Georgia,48th,Wright,Anderson,Hill,Confederate,395,70,97,0,57,224,,,,,,,,,,,0
Infantry,Georgia,2nd_Bn,Wright,Anderson,Hill,Confederate,173,24,37,0,21,82,,,,,,,,,,,0
Infantry,Florida,2nd,Lang,Anderson,Hill,Confederate,242,24,71,0,49,144,,,,,,,,,,,0
Infantry,Florida,5th,Lang,Anderson,Hill,Confederate,321,39,77,0,70,186,,,,,,,,,,,0
Infantry,Florida,8th,Lang,Anderson,Hill,Confederate,176,17,80,0,28,125,,,,,,,,,,,0
Infantry,Mississippi,12th,Posey,Anderson,Hill,Confederate,305,1,11,0,1,13,,,,,,,,,,,0
Infantry,Mississippi,16th,Posey,Anderson,Hill,Confederate,385,3,16,0,7,26,,,,,,,,,,,0
Infantry,Mississippi,19th,Posey,Anderson,Hill,Confederate,372,5,26,0,3,34,,,,,,,,,,,0
Infantry,Mississippi,48th,Posey,Anderson,Hill,Confederate,256,6,27,0,6,39,,,,,,,,,,,0
Artillery,South Carolina,Bty_A_Sumter,Lane,Anderson,Hill,Confederate,130,1,11,0,1,13,1,,3,1,1,,,,,,6
Artillery,South Carolina,Bty_B_Sumter,Lane,Anderson,Hill,Confederate,124,2,6,0,1,9,,,,4,2,,,,,,6
Artillery,South Carolina,Bty_C_Sumter,Lane,Anderson,Hill,Confederate,121,0,18,0,2,20,3,,2,,,,,,,,5
Infantry,North Carolina,11th,Pettigrew,Heth,Hill,Confederate,617,108,200,0,58,366,,,,,,,,,,,0
Infantry,North Carolina,26th,Pettigrew,Heth,Hill,Confederate,843,172,443,0,72,687,,,,,,,,,,,0
Infantry,North Carolina,47th,Pettigrew,Heth,Hill,Confederate,567,53,159,0,5,217,,,,,,,,,,,0
Infantry,North Carolina,52nd,Pettigrew,Heth,Hill,Confederate,553,77,175,0,94,346,,,,,,,,,,,0
Infantry,Virginia,40th,Brockenbrough,Heth,Hill,Confederate,253,10,37,0,18,65,,,,,,,,,,,0
Infantry,Virginia,47th,Brockenbrough,Heth,Hill,Confederate,209,12,22,0,30,64,,,,,,,,,,,0
Infantry,Virginia,55th,Brockenbrough,Heth,Hill,Confederate,268,13,32,0,19,64,,,,,,,,,,,0
Infantry,Virginia,22nd_Bn,Brockenbrough,Heth,Hill,Confederate,237,6,15,0,10,31,,,,,,,,,,,0
Infantry,Alabama,13th,Archer,Heth,Hill,Confederate,308,11,46,0,157,214,,,,,,,,,,,0
Infantry,Alabama,5th_Bn,Archer,Heth,Hill,Confederate,135,3,30,0,15,48,,,,,,,,,,,0
Infantry,Tennessee,1st,Archer,Heth,Hill,Confederate,281,16,67,0,95,178,,,,,,,,,,,0
Infantry,Tennessee,7th,Archer,Heth,Hill,Confederate,249,24,38,0,54,116,,,,,,,,,,,0
